	seqid	db	taxid	lineage
UniRef100_U2LTQ4	U2LTQ4	uniprot	1321786	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;unclassified Selenomonas;Selenomonas sp. oral taxon 892
UniRef100_U7UH61	U7UH61	uniprot	1111454	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera
UniRef100_A0A4T2ADN0	A0A4T2ADN0	uniprot		
UniRef100_L0DVC0	L0DVC0	uniprot	1255043	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio nitratireducens
UniRef100_A0A1E3VP17	A0A1E3VP17	uniprot	1774970	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter
UniRef100_A0A421DKM0	A0A421DKM0	uniprot	71656	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria
UniRef100_A0A6B8K8S8	A0A6B8K8S8	uniprot	391905	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis
UniRef100_H1DBC0	H1DBC0	uniprot	742814	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium necrophorum;Fusobacterium necrophorum subsp. funduliforme
UniRef100_A0A5C9CIW9	A0A5C9CIW9	uniprot	1871071	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified Comamonadaceae
UniRef100_A0A1Q4RFW8	A0A1Q4RFW8	uniprot	1137096	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A7V9D4S6	A0A7V9D4S6	uniprot	2448782	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;unclassified Chloroflexia
UniRef100_A0A7W1HYC2	A0A7W1HYC2	uniprot	2740537	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;unclassified Rubrobacteraceae
UniRef100_A0A8B5WVN7	A0A8B5WVN7	uniprot	2053538	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Competibacteraceae;unclassified Candidatus Competibacteraceae
UniRef100_A0A3D1UCG3	A0A3D1UCG3	uniprot	885	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;unclassified Desulfovibrio
UniRef100_A0A1H3JT92	A0A1H3JT92	uniprot	133724	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;unclassified Nitrosomonas
UniRef100_A0A1G7URQ6	A0A1G7URQ6	uniprot	83401	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospirillum
UniRef100_A0A402AB82	A0A402AB82	uniprot	2014872	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Dictyobacter
UniRef100_R5Q7W6	R5Q7W6	uniprot	1263111	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;environmental samples
UniRef100_A0A1Y6D2A9	A0A1Y6D2A9	uniprot	1760988	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomagnum
UniRef100_A0A1Z4L933	A0A1Z4L933	uniprot	1091006	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc linckia
UniRef100_A0A2W5ZGY9	A0A2W5ZGY9	uniprot	2052315	cellular organisms;Bacteria;Terrabacteria group;Candidatus Dormibacteraeota;unclassified Candidatus Dormibacteraeota
UniRef100_A0A5C9CDL1	A0A5C9CDL1	uniprot	1871071	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified Comamonadaceae
UniRef100_A0A7C3KGX9	A0A7C3KGX9	uniprot	2282169	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;unclassified Oscillatoriales
UniRef100_C6WBS5	C6WBS5	uniprot	446462	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;Actinosynnema mirum
UniRef100_C9N0P2	C9N0P2	uniprot	634994	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia hofstadii
UniRef100_A0A4U1MMA2	A0A4U1MMA2	uniprot	208199	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudalkalibacillus
UniRef100_D5DEZ8	D5DEZ8	uniprot	592022	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia megaterium
UniRef100_A0A1G9GYR3	A0A1G9GYR3	uniprot	246191	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio
UniRef100_A0A1M7YR52	A0A1M7YR52	uniprot	1117707	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
UniRef100_A0A1N6FUM4	A0A1N6FUM4	uniprot	1121457	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;Halodesulfovibrio marinisediminis
UniRef100_A0A349HFF9	A0A349HFF9	uniprot	885	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;unclassified Desulfovibrio
UniRef100_A0A454CY31	A0A454CY31	uniprot	669	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi group
UniRef100_A0A5N3S238	A0A5N3S238	uniprot	212667	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
UniRef100_A0A6L5NYF1	A0A6L5NYF1	uniprot	2664453	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;unclassified Shewanella
UniRef100_A0A350Y0T1	A0A350Y0T1	uniprot	2055769	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;unclassified Cyanobacteria
UniRef100_A0A2R4GU04	A0A2R4GU04	uniprot	1076	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas
UniRef100_A0A7W8C118	A0A7W8C118	uniprot	58621	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A272EP38	A0A272EP38	uniprot	857335	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Candidatus Dactylopiibacterium
UniRef100_C8PMT6	C8PMT6	uniprot	596324	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema vincentii
UniRef100_H7EPU2	H7EPU2	uniprot	907348	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema saccharophilum
UniRef100_I0XAP1	I0XAP1	uniprot	1124982	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;unclassified Treponema
UniRef100_U2LWP6	U2LWP6	uniprot		
UniRef100_A0A317MWG6	A0A317MWG6	uniprot	886464	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Competibacteraceae;Plasticicumulans
UniRef100_K1JMJ9	K1JMJ9	uniprot	742823	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella wadsworthensis
UniRef100_C6E4A6	C6E4A6	uniprot	443144	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;unclassified Geobacter
UniRef100_A0A3P1Y4U1	A0A3P1Y4U1	uniprot	2491047	cellular organisms;Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;unclassified Fretibacterium
UniRef100_D1Y5F1	D1Y5F1	uniprot	352165	cellular organisms;Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;Pyramidobacter piscolens
UniRef100_D4M9A0	D4M9A0	uniprot	651822	cellular organisms;Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium
UniRef100_A0A1I0XAL3	A0A1I0XAL3	uniprot	971	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas
UniRef100_A0A1I6YVZ7	A0A1I6YVZ7	uniprot		
UniRef100_A0A1M6SSW4	A0A1M6SSW4	uniprot	971	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas
UniRef100_A0A415R764	A0A415R764	uniprot	2292047	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;unclassified Mitsuokella
UniRef100_A0A4R1BET3	A0A4R1BET3	uniprot	2528202	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Parasulfuritortus
UniRef100_A0A6M1Y7C6	A0A6M1Y7C6	uniprot	2713569	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella;unclassified Wenzhouxiangella
UniRef100_A0A800C618	A0A800C618	uniprot	2044940	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;unclassified Desulfobacterales
UniRef100_R7C359	R7C359	uniprot	1262976	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;environmental samples
UniRef100_A0A220XV70	A0A220XV70	uniprot	222805	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium intracellulare
UniRef100_R7I6S5	R7I6S5	uniprot	1262897	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;environmental samples
UniRef100_A0A2G6NJ81	A0A2G6NJ81	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A2G6NJD9	A0A2G6NJD9	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A7V5KUD8	A0A7V5KUD8	uniprot	2053307	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;unclassified Desulfobulbaceae
UniRef100_A0A1Z4TIR0	A0A1Z4TIR0	uniprot	2005456	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;unclassified Fischerella
UniRef100_A0A7X7PCU4	A0A7X7PCU4	uniprot	1831	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Rhodococcus;unclassified Rhodococcus
UniRef100_A0A6B1PT74	A0A6B1PT74	uniprot		
UniRef100_A0A412NZK5	A0A412NZK5	uniprot	2292218	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;unclassified Collinsella
UniRef100_A0A2K9EX83	A0A2K9EX83	uniprot	2059884	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces
UniRef100_A0A2M9KQM5	A0A2M9KQM5	uniprot	2020329	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Kitasatospora;unclassified Kitasatospora
UniRef100_A0A345T3B2	A0A345T3B2	uniprot	2126346	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Peterkaempfera
UniRef100_A0A3N1TC13	A0A3N1TC13	uniprot	2485153	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;unclassified Streptomyces
UniRef100_A0A5J6HY56	A0A5J6HY56	uniprot	116188	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A649UR99	A0A649UR99	uniprot	411144	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis
UniRef100_A0A6G4WXH4	A0A6G4WXH4	uniprot	2711219	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A7G1NVP6	A0A7G1NVP6	uniprot	47760	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces aurantiacus group
UniRef100_A0A7W9UPX6	A0A7W9UPX6	uniprot	67293	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_V6K9Z8	V6K9Z8	uniprot	1352936	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces roseochromogenus;Streptomyces roseochromogenus subsp. oscitans
UniRef100_A0A2A5HBM4	A0A2A5HBM4	uniprot	1916082	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;unclassified Alteromonadaceae
UniRef100_A0A1H6HHG5	A0A1H6HHG5	uniprot		
UniRef100_A0A1I6YWD9	A0A1I6YWD9	uniprot		
UniRef100_A0A1M6SSL7	A0A1M6SSL7	uniprot	971	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas
UniRef100_A0A1Y4CHG4	A0A1Y4CHG4	uniprot	1965622	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;unclassified Megasphaera
UniRef100_A0A2J8BAF9	A0A2J8BAF9	uniprot	699193	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera
UniRef100_A0A5D6WGQ3	A0A5D6WGQ3	uniprot	2606905	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;unclassified Selenomonas
UniRef100_U2KE12	U2KE12	uniprot	1321786	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;unclassified Selenomonas;Selenomonas sp. oral taxon 892
UniRef100_U2SSM1	U2SSM1	uniprot	1321781	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;unclassified Mitsuokella;Mitsuokella sp. oral taxon 131
UniRef100_A0A520YX31	A0A520YX31	uniprot	2512248	cellular organisms;Bacteria;PVC group;Planctomycetota;Candidatus Brocadiia;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Brocadia;unclassified Candidatus Brocadia
UniRef100_A0A193BV58	A0A193BV58	uniprot	31958	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
UniRef100_A0A649UQB4	A0A649UQB4	uniprot	411144	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis
UniRef100_A0A1U7H9L4	A0A1U7H9L4	uniprot	1921803	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Hydrococcaceae;Hydrococcus;Hydrococcus rivularis
UniRef100_A0A844MSH7	A0A844MSH7	uniprot	2304196	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Scytonema;unclassified Scytonema
UniRef100_A0A6N7WZY0	A0A6N7WZY0	uniprot	2652282	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus
UniRef100_A0A2C6WG84	A0A2C6WG84	uniprot		
UniRef100_A0A1E7GRD2	A0A1E7GRD2	uniprot	1869298	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;unclassified Desulfobacterales
UniRef100_A0A3N5YHQ1	A0A3N5YHQ1	uniprot	2049433	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;unclassified Desulfobacteraceae
UniRef100_F4EYX6	F4EYX6	uniprot	546271	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas sputigena
UniRef100_A0A6B8M995	A0A6B8M995	uniprot	134	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis
UniRef100_A0A231P397	A0A231P397	uniprot	1899016	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;unclassified Desulfovibrio
UniRef100_A0A317QMS6	A0A317QMS6	uniprot	1137989	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Geodermatophilales;Geodermatophilaceae;Geodermatophilus
UniRef100_A0A662ZDM6	A0A662ZDM6	uniprot	83771	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio
UniRef100_A0A442HNP9	A0A442HNP9	uniprot	1871066	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium
UniRef100_A0A1G8PYM7	A0A1G8PYM7	uniprot	718193	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas
UniRef100_A0A6L5NZ91	A0A6L5NZ91	uniprot	2664453	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;unclassified Shewanella
UniRef100_A0A7I6ZGL5	A0A7I6ZGL5	uniprot		
UniRef100_V5HMV8	V5HMV8	uniprot	1219072	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio halioticoli
UniRef100_A0A2V3VV59	A0A2V3VV59	uniprot	1494959	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudogracilibacillus
UniRef100_A0A1W6MQH6	A0A1W6MQH6	uniprot	655015	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis
UniRef100_K6TBU3	K6TBU3	uniprot	1196322	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;unclassified Clostridium
UniRef100_A0A1J0DAU2	A0A1J0DAU2	uniprot	576611	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
UniRef100_A0A6J4PLA5	A0A6J4PLA5	uniprot	349277	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;environmental samples
UniRef100_M1WSG4	M1WSG4	uniprot	1322246	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio;Pseudodesulfovibrio piezophilus
UniRef100_K6TX37	K6TX37	uniprot	1196322	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;unclassified Clostridium
UniRef100_A0A1W2DQF6	A0A1W2DQF6	uniprot	112901	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa
UniRef100_A0A3M2H0X3	A0A3M2H0X3	uniprot	1978231	cellular organisms;Bacteria;Acidobacteria;unclassified Acidobacteria
UniRef100_A0A1G7LTW7	A0A1G7LTW7	uniprot	571438	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A2R3JP28	A0A2R3JP28	uniprot	2099788	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;unclassified Lactobacillus
UniRef100_A0A2S9PN60	A0A2S9PN60	uniprot	2100817	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A133SC07	A0A133SC07	uniprot	1603888	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;unclassified Megasphaera
UniRef100_A0A0D8ICQ0	A0A0D8ICQ0	uniprot	84022	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
UniRef100_A0A3S1CRY9	A0A3S1CRY9	uniprot	232991	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Dulcicalothrix;Dulcicalothrix desertica
UniRef100_A0A349DCI7	A0A349DCI7	uniprot	2485925	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;unclassified Oscillospiraceae
UniRef100_C7ND24	C7ND24	uniprot	523794	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia buccalis
UniRef100_A0A4P7ZUD3	A0A4P7ZUD3	uniprot	232348	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus
UniRef100_H8GBI8	H8GBI8	uniprot	882081	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora azurea
UniRef100_B6G0V3	B6G0V3	uniprot	500633	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptacetobacter;Peptacetobacter hiranonis
UniRef100_A0A140K986	A0A140K986	uniprot	1807358	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Dermocarpellaceae;Stanieria;unclassified Stanieria
UniRef100_A0A4V2JN11	A0A4V2JN11	uniprot	1970206	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Westiellopsis;Westiellopsis prolifica
UniRef100_A0A6N7XCD2	A0A6N7XCD2	uniprot	2652282	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus
UniRef100_A0A1V3XWG7	A0A1V3XWG7	uniprot	1768	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_C3WA84	C3WA84	uniprot	469616	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium mortiferum
UniRef100_A0A0J1GRU0	A0A0J1GRU0	uniprot	754436	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
UniRef100_A0A1C3ES30	A0A1C3ES30	uniprot	1080227	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio
UniRef100_A0A2T3NP43	A0A2T3NP43	uniprot	1342794	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
UniRef100_A0A377PH96	A0A377PH96	uniprot	569	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia
UniRef100_A0A411PH51	A0A411PH51	uniprot	2520507	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
UniRef100_A0A6H1UBL4	A0A6H1UBL4	uniprot	2724191	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas
UniRef100_A0A7Y3YI97	A0A7Y3YI97	uniprot	689	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
UniRef100_M4U2A3	M4U2A3	uniprot	314282	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;unclassified Psychromonas
UniRef100_H8MF64	H8MF64	uniprot	1144275	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Myxococcaceae;Corallococcus;Corallococcus coralloides
UniRef100_X8A7C9	X8A7C9	uniprot	1767	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC)
UniRef100_A0A6H2D0M9	A0A6H2D0M9	uniprot	2725288	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio;unclassified Pseudodesulfovibrio
UniRef100_G5GZN3	G5GZN3	uniprot	702437	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas noxia
UniRef100_A0A222P823	A0A222P823	uniprot	712368	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;unclassified Leptotrichia
